rname,raddress,roverall_raw,rfood_raw,rservice_raw,rvalue_raw,ratmo_raw,cname,mname,roverall,rfood,rservice,rvalue,ratmo
Mariachi Loco Mexican Restaurant,"647 SE Jackson St, Roseburg, OR 97470",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegetarian Friendly,,80,80,80,80,70
Karen's Coffee Cup,"2445 NE Diamond Lake Blvd, Roseburg, OR 97470-3644",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,80,90,80,70
Black Bear Diner,"429 NW Cedar Ave, Suite 107, Redmond, OR 97756-1801",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,70,70,70,80,80
thai basil,"6328 Meadows Rd, Lake Oswego, OR 97035-3280",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,80,90,80,80,80
The Open Range,"17250 Highway 66, About 30 minutes east of Ashland, Ashland, OR 97520-9406",5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,null,ui_bubble_rating bubble_50,,Polenta & Cheese Sandwich Bites,100,90,100,#VALUE!,100
Regios Cafe,"1154 NW 6th St, Redmond, OR 97756-1371",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,80,80,90,80,#VALUE!
The Highland Stillhouse Pub,"201 S 2nd St, Oregon City, OR 97045-2905",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Shrimp Cocktail,80,90,80,80,90
The Mesquitery,"1219 12th St, Hood River, OR 97031-1603",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Cheese Fritos,90,80,80,80,80
Hale's,"17502 SE McLoughlin Blvd, Milwaukie, OR 97267-5907",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Gluten Free Options,,90,90,90,80,80
Depot Cafe,"822 Lyon South Street, Albany, OR",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,80,80,90,80,80
Original Pancake House,"8601 SW 24th Ave, Portland, OR 97219-4034",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Danish Kijafa Cherry Crepes,80,90,80,80,70
One Street Down Cafe,"124 SW 7th St, Redmond, OR 97756-2110",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Vegetarian Friendly,,90,90,90,80,90
Rivershore Bar & Grill,"1900 Clackamette Dr, Oregon City, OR 97045-1052",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Steak and Eggs*,80,80,80,80,80
Kin,"110 5th St, Hood River, OR 97031-2058",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Healthy,,90,90,90,80,#VALUE!
Kowloon Restaurant,"2686 NE Diamond Lake Blvd, Roseburg, OR 97470-3647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Chinese,,80,80,80,80,70
Momiji,"641 Hickory St NW, Ste 120, Albany, OR 97321-1762",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Japanese,,90,90,80,80,90
"Red Martini, Wine Bar & Grill","509 SW 6th St, Redmond, OR 97756-2702",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
A Cena Ristorante y Enoteca,"7742 SE 13th Ave, Portland, OR 97202-6348",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,Vegetarian Friendly,,90,90,90,#VALUE!,90
Yvonne's,"818A Main St, Oregon City, OR 97045-1817",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,90,90,80,#VALUE!
Charley's BBQ,"812 W Harvard Ave, Roseburg, OR 97471-2960",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Barbecue,,80,90,80,80,70
Burrito Vaquero Mexican Restaurant,"850 Garden Valley Blvd, Roseburg, OR 97470",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Mexican,,90,90,90,80,80
Full Sail Brewing Co,"506 Columbia St, Hood River, OR 97031-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Fries,80,80,80,80,90
Vault 244 Bistro,"244 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Wrapped Brussels Sprouts,90,90,90,80,90
Bangkok West Cuisine,"2521 W Harvard Ave, Roseburg, OR 97471-2582",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Thai,,90,90,90,80,80
Tavern on Kruse,"4835 Meadows Rd Ste 133, Lake Oswego, OR 97035-2624",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,1/2 Dozen Netarts Bay Oysters,80,80,80,80,#VALUE!
Egg River Cafe,"1313 Oak St, Hood River, OR 97031-1411",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Mom's Chili Burrito,90,90,80,80,70
Mi Cielo Mexican Restaurant,"950 SW Veterans Way Ste 102, Redmond, OR 97756-2553",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Bacifico,90,90,90,80,80
The Highland Stillhouse Pub,"201 S 2nd St, Oregon City, OR 97045-2905",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Scottish Hog Wings,80,90,80,80,90
Mazatlan Mexican Restaurant,"1302 S Highway 97, Redmond, OR 97756-9575",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Guacamole Fresco,90,80,90,80,90
Rivershore Bar & Grill,"1900 Clackamette Dr, Oregon City, OR 97045-1052",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Eggs Benedict*,80,80,80,80,80
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,,Crispy Spring Rolls,80,80,80,80,60
The Highland Stillhouse Pub,"201 S 2nd St, Oregon City, OR 97045-2905",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,,80,90,80,80,90
Tacho's Mexican Restaurant,"515 Molalla Ave, Oregon City, OR 97045-2635",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,"1 Chile Relleno, Guacamole, 2 Tortillas",80,80,70,80,80
Jersey Boys Pizzeria,"527 NW Elm Ave Ste 1, Redmond, OR 97756-1600",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Pizza,,80,80,90,80,80
Super Torta,"710 Washington St, Oregon City, OR 97045-1943",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_30,Fast Food,,90,90,90,#VALUE!,60
Beasys On The Creek,"51 Water St Ste 333, Ashland, OR 97520-1841",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,80,80,80,80,90
Brickhouse Restaurant,"412 SW 6th St, Redmond, OR 97756-2203",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Baked Brie And Roasted Garlic,80,80,90,80,80
White Buffalo Wine Bar and Bistro,"4040 Westcliff Dr, Hood River, OR 97031-8711",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,80,90,80,80
Tavern on Kruse,"4835 Meadows Rd Ste 133, Lake Oswego, OR 97035-2624",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,,Artisanal Bread Basket,80,80,80,80,#VALUE!
Shanti's Indian Cuisine,"780 NW Garden Valley Blvd, Roseburg, OR 97471-1955",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Vegan Options,,80,80,80,80,70
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Junior Short Stack Supreme,90,90,90,80,80
Taj Indian Cuisine,"31 Water St, Ashland, OR 97520-1859",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,80,80,80,80,80
Super Torta,"710 Washington St, Oregon City, OR 97045-1943",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_30,,Taco Salad,90,90,90,#VALUE!,60
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,Asian,,80,80,80,80,60
Broder Ost,"102 Oak St, Suite 100, Hood River, OR 97031-2312",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,European,,90,90,90,80,#VALUE!
Pho House,"1604 S Highway 97, Suite 9, Redmond, OR 97756-8420",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Five Coconut Prawns,90,90,90,80,80
five-0-three restaurant & bar,"21900 Willamette Dr, West Linn, OR 97068-3280",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,mixed green salad,80,80,90,80,80
First Burger,"210 1st Ave W, Albany, OR 97321-2224",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,The Smoke Stack,90,90,90,80,80
Rodeo Steakhouse & Grill,"1200 NW Garden Valley Blvd, Roseburg, OR 97471-1925",3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Rodeo Egg Rolls,70,70,80,80,70
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Peanut Butter & Banana Sandwich,90,90,90,80,80
Hola,"514 NW Greenwood Ave, Redmond, OR 97756-1570",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Peruvian,,90,80,90,80,70
Cascade Grill,"110 Opal St NE, Albany, OR 97322-7077",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Cascade Nachos,80,80,80,80,80
Biscuits Cafe,"4200 Mercantile Dr, No. 790, Lake Oswego, OR 97035-3597",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,80,90,90,80,70
Bluebird Pizza,"1612 NW Keasey St, Roseburg, OR 97471-1886",5,null,null,null,null,Italian,,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!
White Buffalo Wine Bar and Bistro,"4040 Westcliff Dr, Hood River, OR 97031-8711",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pizza,90,80,90,80,80
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Pigs in a Blanket,90,90,90,80,80
Mazatlan Mexican Restaurant,"1302 S Highway 97, Redmond, OR 97756-9575",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Mexican Pizza,90,80,90,80,90
White Buffalo Wine Bar and Bistro,"4040 Westcliff Dr, Hood River, OR 97031-8711",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Soup,90,80,90,80,80
Stone Cliff Inn,"17900 S Clackamas River Dr, Hwy 224, Oregon City, OR 97045-8488",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Seafood,,80,80,80,80,90
Wild Ride Brew,"32 SW 5th Street, Redmond, OR 97756",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Double Mountain Brewery,"8 4th St Ste 204, Hood River, OR 97031-2123",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Pizza,,90,90,90,80,80
Riverside Restaurant,"1108 E Marina Way, Best Western Plus Hood River Inn, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,Steakhouse,,90,90,90,80,90
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,,Chow Chow Beef,80,80,80,80,60
Seasons & Regions Seafood Grill,"6660 SW Capitol Hwy, Portland, OR 97219-1915",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Mustard & Dill Glazed Steelhead,90,90,90,80,80
Brick & Mortar Cafe,"222 1st Ave SW, Suite 4, Albany, OR 97321-2285",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,90,90,80,#VALUE!
Carino's Italian,"1825 14th Ave SE, Albany, OR 97322-8502",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,Mozzarella with Marinara,80,80,80,80,70
Tony's Smokehouse & Cannery,"1316 Washington St, Oregon City, OR 97045-1649",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,null,Soups,,90,90,80,80,#VALUE!
Linn City Pub,"19389 Willamette Dr, West Linn, OR 97068-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Mirror Pond Pale Ale,80,80,90,80,80
Brick & Mortar Cafe,"222 1st Ave SW, Suite 4, Albany, OR 97321-2285",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Vegan Options,,90,90,90,80,#VALUE!
Smith Rock Brewing,"546 NW 7th St, Redmond, OR 97756-1628",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Seasons & Regions Seafood Grill,"6660 SW Capitol Hwy, Portland, OR 97219-1915",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Fresh Washington Razor Clams,90,90,90,80,80
The Open Range,"17250 Highway 66, About 30 minutes east of Ashland, Ashland, OR 97520-9406",5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,null,ui_bubble_rating bubble_50,,Pan-fried Spinach & Cheese Ravioli,100,90,100,#VALUE!,100
Cascade Grill,"110 Opal St NE, Albany, OR 97322-7077",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Shrimp Cocktail,80,80,80,80,80
Celilo Restaurant and Bar,"16 Oak St, Hood River, OR 97031-2310",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,American,,90,90,90,80,90
Riccardo's,"16035 Boones Ferry Rd, Lake Oswego, OR 97035-4303",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Zuppa Minestra del Giardino or Zuppa del Giorno,90,90,90,80,90
Hola,"514 NW Greenwood Ave, Redmond, OR 97756-1570",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,,,90,80,90,80,70
Sesame Asian Kitchen,"21 Winburn Way, Ashland, OR 97520-2735",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Coco Juice Mussels,80,80,80,80,80
Stonehedge Gardens Wine Country Bistro,"3405 Wine Country Avenue, Hood River, OR 97031-9783",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,Sesame Crusted Ahi Tuna,90,90,90,#VALUE!,90
Kowloon Restaurant,"2686 NE Diamond Lake Blvd, Roseburg, OR 97470-3647",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Asian,,80,80,80,80,70
Coasters Crossing,"1757 Washington St, Oregon City, OR 97045-1039",5,null,null,null,null,,,100,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Sushi Kata Japanese Restaurant,"13809 SE McLoughlin Blvd, Milwaukie, OR 97222-7161",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Sushi,,90,90,90,80,80
Madaline's Grill Mexican American Bistro,"2414 S Highway 97, Redmond, OR 97756-8874",4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Buttermilk Pancakes,80,90,90,80,80
Ohana Hawaiian Cafe,"10608 SE Main St, Milwaukie, OR 97222-7513",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Hawaiian,,90,90,90,80,80
Gubanc's,"16008 Boones Ferry Rd, Lake Oswego, OR 97035-4304",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Stuffed Mushroom Caps,90,80,90,80,80
AK's Tea Room,"525 6th Ave, Redmond, OR",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,British,,90,90,90,80,90
Riverside Restaurant,"1108 E Marina Way, Best Western Plus Hood River Inn, Hood River, OR 97031-2378",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,BRIOCHE FRENCH TOAST,90,90,90,80,90
Taj Indian Cuisine,"31 Water St, Ashland, OR 97520-1859",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Onion Pakora,80,80,80,80,80
Cascade Grill,"110 Opal St NE, Albany, OR 97322-7077",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Coconut Shrimp,80,80,80,80,80
Bugatti's Ristorante,"18740 Willamette Dr, Suite A, West Linn, OR 97068-1719",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Bruschetta di Melanzana,80,80,80,80,80
Omar's Fresh Seafood and Steaks,"1380 Siskiyou Blvd, Ashland, OR 97520-2333",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,American,,80,80,80,80,70
Dino's Ristorante Italiano,"404 SE Jackson St, Roseburg, OR 97470-4922",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,Vegetarian Friendly,,90,90,90,80,80
True Kitchen + Bar,"629 SE Main St, Roseburg, OR 97470-4932",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Vegetarian Friendly,,90,90,90,80,#VALUE!
Regios Cafe,"1154 NW 6th St, Redmond, OR 97756-1371",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,Mexican,,80,80,90,80,#VALUE!
Westside Taco Company,"249 SW 6th St, Redmond, OR 97756-2109",5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,null,,,100,90,90,#VALUE!,#VALUE!
Boda's Kitchen,"404 Oak St, Hood River, OR 97031-2032",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,,90,90,90,80,80
Stonehedge Gardens Wine Country Bistro,"3405 Wine Country Avenue, Hood River, OR 97031-9783",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,null,ui_bubble_rating bubble_45,,Thai Style Crab Cakes,90,90,90,#VALUE!,90
E Bar & Grill,"314 SW 5th St, Redmond, OR 97756-2103",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,Gluten Free Options,,80,80,90,80,70
Camp 1805 Distillery,"501 Portway Ave, Suite 102, Hood River, OR 97031-1284",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,null,,,90,80,90,80,#VALUE!
Bette's Place,"416 Oak St, Hood River, OR 97031-2065",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Little Griddle,90,90,90,80,80
New Hing's Restaurant,"517 Main St, Oregon City, OR 97045-1810",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_30,Chinese,,80,80,80,80,60
Riccardo's,"16035 Boones Ferry Rd, Lake Oswego, OR 97035-4303",4.5,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Insalata Mista,90,90,90,80,90
Three River's Grill,"601 Oak St, Hood River, OR 97031-1811",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,,Mexican Style Fish Wrap,80,80,80,80,90
Linn City Pub,"19389 Willamette Dr, West Linn, OR 97068-2000",4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Ninkasi IPA,80,80,90,80,80
Gubanc's,"16008 Boones Ferry Rd, Lake Oswego, OR 97035-4304",4.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,,Cup of Soup,90,80,90,80,80
